71,2124494286015
185,176790278091
208,608927609184
251,573489992153
328,752637932487
754,119833411771
1202,61968515124
1862,72773556777
1806,49625385306
1716,08756756129
1781,64857012309
1743,91592026105
1828,01445511019
1786,07553748389
1730,90981256712
1774,46082743452
1781,62411424175
1738,74385015877
1780,9061652636
1783,37212194189
1797,22594548729
1719,33343711169
1781,91287921588
1766,33450671089
1760,47682714976
940,249269310665
1040,01617231188
1549,31929298911
1736,6968874487
1734,76177547474
1774,70839178157
1800,5707668544
1732,3741076547
1755,43450322358
1635,26267887961
1796,5864154122
1817,79087375647
1495,61054272488
1771,55545226914
1773,40462115756
1690,93695369095
1767,79055449659
1727,59948562023
1758,8349642101
1785,28244755305
1763,59922470949
1720,3607244229
1822,70080531589
1765,71966843995
1753,70654212222
