34,385100991515
85,2764555726837
70,3603684682672
94,3720051596986
116,715018341614
105,732038955163
96,837745650198
83,5545364978675
61,956399751649
63,1452947138962
55,235067988443
61,5389426261195
55,894671345772
57,493421324579
55,1707076859848
72,4300517525446
175,409088415756
229,068155846664
173,104801373399
196,11908738972
222,776482415144
217,541380197674
183,694021327305
205,222821313209
263,753201378281
250,698519424487
232,90737481034
251,596247913857
236,492975170038
153,667343265213
272,089699080148
241,092094392955
273,496948016452
270,820479921165
225,005915921079
255,723128887125
271,561784524656
252,646494674174
214,181054052618
302,976757354608
313,811101121237
574,078163985628
728,86044411993
886,621787157676
1413,82741937655
1319,05444264468
1275,55136662643
1310,47817993263
1252,46773479463
1184,43157405735
