14,0881822778223
126,72364463474
206,128280675497
753,80334061313
918,295989223955
1507,30497074811
1723,34788539055
1665,36955143828
1687,56967406297
1494,82966019703
1678,25274728897
1623,68744882615
1620,83720040755
952,49660453265
958,132340430755
992,546473659817
918,647069515518
1068,64955215346
971,36133285148
746,323417518002
953,846800956036
944,461358648778
980,873524069357
1001,1874331893
963,050764422154
976,894174870588
967,17114982381
1003,38227295604
994,086587399301
997,644128635221
1015,52808246354
1014,88891733194
961,897688711982
711,358836124119
734,392974395994
683,283921765724
774,798683373357
1255,55625325291
1350,61574945249
1780,63486776387
1565,64035507701
1791,26458958309
1688,70219564044
1689,34183195322
1624,55857462392
1749,50893353414
1663,82889719014
1687,30463195088
1684,94227776381
1713,9354662333
18,4306093590389
117,752695943799
260,803948156966
1162,80038145913
1147,48769347396
1801,46294994473
1801,73922239268
1820,32692950215
1848,11466203221
1859,81773239818
1822,83817121336
1885,06297902865
1873,48253798614
1890,30895421351
1871,36348666141
1870,64909660706
1874,02558116894
1868,00277109406
1684,7380426274
1845,39355193838
1822,28571259509
1934,99793684981
1783,38882842609
1865,30645259895
1840,00658184848
1907,27862467167
1838,65133148398
1851,71107848826
1853,10338739872
13,9604714941883
13,9397751361143
47,3989134243946
154,876105640995
