52,9093364925464
115,123541672954
102,554887261166
135,552238424714
184,064058766634
315,140279372382
810,169357892141
1668,29690201904
1737,88388599579
1704,00940211932
1713,34054567
1737,65892973083
1664,4171422055
1826,29658712233
1699,20543656939
1754,83764414813
911,045223818291
999,89174148021
1391,58440716931
1364,64826752444
1567,88841802623
1749,65694641265
1741,80691280378
1726,87567026206
1669,93462425029
1713,02997625431
1750,27110490766
1681,42047537982
1754,19899290066
1424,66581155486
1696,60515593114
1682,43881538711
1746,96367405653
1714,54400015298
1618,77100123003
1615,92088752875
1761,44057229155
1504,61544783099
1784,4703517282
1749,07119408003
1705,90450969
1753,24172732538
1713,13118356973
1729,69931445328
1755,1370305613
1725,22382318355
1713,8841606231
1725,29737048282
976,575313128438
1728,73245087222
